Symbol,Company,Grade,Current Price,Value,Growth,Momentum,VGM,Quant
AZEK,The AZEK Company Inc.,3-Hold,21.77,D,C,D,D,37.5
BAH,Booz Allen Hamilton Holding Corporation,2-Buy,102.41,B,A,F,A,87.5
BAC,Bank of America Corporation,3-Hold,34.07,F,F,F,F,25.0
AXSM,Axsome Therapeutics Inc.,3-Hold,69.04,F,C,D,D,37.5
BABA,Alibaba Group Holding Limited,3-Hold,104.58,B,C,F,C,50.0
BA,The Boeing Company,3-Hold,204.99,D,B,F,C,50.0
BAND,Bandwidth Inc.,1-Strong Buy,21.43,C,A,A,A,100.0
BANC,Banc of California Inc.,4-Sell,16.46,C,D,D,D,25.0
AVT,Avnet Inc.,4-Sell,41.56,A,D,C,C,37.5
BALL,Ball Corporation,4-Sell,52.84,C,F,B,D,25.0
AZTA,Azenta Inc.,3-Hold,60.15,D,F,D,F,25.0
BALY,Bally's Corporation,5-Strong Sell,19.17,B,B,C,B,37.5
BBY,Best Buy Co. Inc.,3-Hold,81.51,A,F,B,C,50.0
BBW,BuildABear Workshop Inc.,1-Strong Buy,24.49,B,C,F,C,75.0
BC,Brunswick Corporation,4-Sell,75.21,A,D,B,B,50.0
BAP,Credicorp Ltd.,3-Hold,142.81,A,A,D,A,75.0
BBWI,Bath & Body Works Inc.,2-Buy,46.79,B,F,C,D,50.0
BCC,Boise Cascade L.L.C.,1-Strong Buy,67.3,A,A,D,A,100.0
BCRX,BioCryst Pharmaceuticals Inc.,2-Buy,11.72,D,B,C,C,62.5
BAX,Baxter International Inc.,3-Hold,52.57,B,C,F,C,50.0
BCOR,Blucora Inc.,3-Hold,25.72,B,C,A,B,62.5
ASH,Ashland Inc.,3-Hold,103.59,C,F,A,D,37.5
BEKE,KE Holdings Inc. Sponsored ADR,3-Hold,17.52,D,B,F,D,37.5
BE,Bloom Energy Corporation,4-Sell,19.16,F,F,F,F,12.5
BDX,Becton Dickinson and Company,3-Hold,255.31,C,C,C,C,50.0
BEAM,Beam Therapeutics Inc.,3-Hold,41.14,D,D,C,F,25.0
BERY,Berry Global Group Inc.,3-Hold,60.78,A,A,B,A,75.0
BEPC,Brookfield Renewable Corporation,4-Sell,27.76,A,D,B,B,50.0
BECN,Beacon Roofing Supply Inc.,3-Hold,51.58,A,B,D,A,75.0
BEN,Franklin Resources Inc.,4-Sell,27.33,B,B,D,B,50.0
BCE,BCE Inc.,3-Hold,44.77,C,C,D,C,50.0
BGNE,BeiGene Ltd.,3-Hold,243.31,F,D,A,D,37.5
BHF,Brighthouse Financial Inc.,2-Buy,51.75,B,F,D,F,37.5
BGS,B&G Foods Inc.,5-Strong Sell,12.05,B,F,D,D,12.5
BG,Bunge Limited,3-Hold,93.18,B,D,B,B,62.5
BFAM,Bright Horizons Family Solutions Inc.,3-Hold,68.09,C,D,F,F,25.0
BHP,BHP Group Limited Sponsored ADR,1-Strong Buy,63.33,B,C,B,B,87.5
BHLB,Berkshire Hills Bancorp Inc.,3-Hold,30.05,C,D,C,D,37.5
BIG,Big Lots Inc.,3-Hold,16.04,D,F,F,F,25.0
BIDU,Baidu Inc.,1-Strong Buy,132.53,B,D,F,F,50.0
BILI,Bilibili Inc. Sponsored ADR,2-Buy,29.2,D,B,F,C,62.5
BIIB,Biogen Inc.,3-Hold,271.59,B,F,B,C,50.0
BJ,BJ's Wholesale Club Holdings Inc.,2-Buy,66.54,A,B,A,A,87.5
BJRI,BJ's Restaurants Inc.,3-Hold,27.31,B,F,A,C,50.0
BDC,Belden Inc,2-Buy,73.44,A,B,D,B,75.0
BK,The Bank of New York Mellon Corporation,3-Hold,47.21,C,D,D,D,37.5
BKR,Baker Hughes Company,3-Hold,28.8,C,B,B,B,62.5
BKNG,Booking Holdings Inc.,3-Hold,2144.94,C,A,C,A,75.0
BKU,BankUnited Inc.,3-Hold,32.84,B,B,C,B,62.5
BLCO,Bausch  Lomb Corporation,4-Sell,16.27,B,D,F,C,37.5
BLDR,Builders FirstSource Inc.,3-Hold,66.51,A,A,F,A,75.0
BL,BlackLine,3-Hold,66.44,D,C,D,D,37.5
BLD,TopBuild Corp.,3-Hold,161.37,B,B,F,B,62.5
BLFS,BioLife Solutions Inc.,4-Sell,18.16,D,B,D,D,25.0
BLK,BlackRock Inc.,3-Hold,701.24,D,D,F,F,25.0
BLNK,Blink Charging Co.,3-Hold,11.23,F,F,C,F,25.0
BMO,Bank Of Montreal,3-Hold,92.79,C,D,F,D,37.5
BF.B,BrownForman Corporation,4-Sell,63.74,F,D,F,F,12.5
BLMN,Bloomin' Brands Inc.,3-Hold,20.62,A,B,B,A,75.0
BKI,Black Knight Financial Services Inc.,4-Sell,61.87,D,F,B,D,25.0
BMBL,Bumble Inc.,3-Hold,19.65,C,C,C,C,50.0
BN,Brookfield Corporation,3-Hold,32.1,C,D,D,D,37.5
BMRN,BioMarin Pharmaceutical Inc.,3-Hold,106.86,C,A,A,A,75.0
BNL,Broadstone Net Lease Inc.,2-Buy,16.44,C,C,A,C,62.5
BMY,Bristol Myers Squibb Company,3-Hold,71.92,A,B,B,A,75.0
BNTX,BioNTech SE Sponsored ADR,2-Buy,145.67,A,A,F,A,87.5
BOOT,Boot Barn Holdings Inc.,2-Buy,63,B,F,B,C,62.5
BFH,Bread Financial Holdings Inc.,3-Hold,40.36,A,C,A,A,75.0
BOWL,Bowlero Corp.,2-Buy,13.34,B,C,A,A,87.5
BNS,Bank of Nova Scotia The,4-Sell,48.96,D,F,A,F,12.5
BKH,Black Hills Corporation,3-Hold,69.93,C,D,D,D,37.5
BP,BP p.l.c.,3-Hold,33.9,A,A,F,A,75.0
BOX,Box Inc.,3-Hold,30.21,D,A,C,B,62.5
BPOP,Popular Inc.,3-Hold,66.38,C,C,F,C,50.0
BROS,Dutch Bros Inc.,3-Hold,29.7,D,D,F,F,25.0
BRBR,BellRing Brands Inc.,3-Hold,25.07,B,A,C,A,75.0
BRKR,Bruker Corporation,3-Hold,71.07,D,F,B,D,37.5
BRP,BRP Group Inc.,3-Hold,26.56,D,F,C,F,25.0
BRX,Brixmor Property Group Inc.,3-Hold,22.61,C,C,D,D,37.5
BRKL,Brookline Bancorp Inc.,3-Hold,13.53,C,F,D,F,25.0
BRO,Brown & Brown Inc.,3-Hold,57.08,D,F,A,D,37.5
BSAC,Banco Santander Chile,3-Hold,15.7,C,F,B,F,25.0
BRZE,Braze Inc.,3-Hold,24.5,F,B,A,C,50.0
BSX,Boston Scientific Corporation,2-Buy,45.76,C,D,D,D,50.0
BSM,Black Stone Minerals L.P.,3-Hold,15.5,D,C,B,C,50.0
BSY,Bentley Systems Incorporated,4-Sell,34.7,D,B,A,B,50.0
BTU,Peabody Energy Corporation,3-Hold,27.19,A,A,D,A,75.0
BUD,AnheuserBusch InBev SANV,3-Hold,60.24,C,D,B,C,50.0
BURL,Burlington Stores Inc.,3-Hold,220.74,C,D,D,D,37.5
BWA,BorgWarner Inc.,3-Hold,42,A,C,D,B,62.5
BWXT,BWX Technologies Inc.,5-Strong Sell,56.87,F,D,C,F,0.0
BX,Blackstone Inc.,4-Sell,76.59,C,A,F,B,50.0
BXP,Boston Properties Inc.,4-Sell,64.18,C,D,A,D,25.0
BXMT,Blackstone Mortgage Trust Inc.,3-Hold,21.66,D,F,B,D,37.5
BXSL,Blackstone Secured Lending Fund,1-Strong Buy,22.26,F,C,A,D,62.5
BYD,Boyd Gaming Corporation,3-Hold,55.33,A,A,B,A,75.0
BRK.B,Berkshire Hathaway Inc.,1-Strong Buy,312.9,C,C,F,C,75.0
BZ,KANZHUN LIMITED Sponsored ADR,3-Hold,23.28,D,F,F,F,25.0
BYND,Beyond Meat Inc.,4-Sell,13,F,F,B,F,12.5
C,Citigroup Inc.,3-Hold,46.75,B,C,F,C,50.0
BZH,Beazer Homes USA Inc.,5-Strong Sell,13.23,A,A,F,A,50.0
CAG,Conagra Brands,2-Buy,39.97,A,B,A,A,87.5
BTI,British American Tobacco p.l.c.,3-Hold,40.17,C,C,B,C,50.0
BPMC,Blueprint Medicines Corporation,4-Sell,47.01,F,F,D,F,12.5
CAE,CAE Inc,3-Hold,19.56,C,D,C,D,37.5
CABA,Cabaletta Bio Inc.,3-Hold,10.21,D,C,D,D,37.5
CAH,Cardinal Health Inc.,2-Buy,76.62,A,B,A,A,87.5
CAJ,Canon Inc.,4-Sell,21.32,B,D,A,B,50.0
CALM,CalMaine Foods Inc.,1-Strong Buy,55.86,A,A,A,A,100.0
CALX,Calix Inc,2-Buy,64.84,C,D,B,D,50.0
CAL,Caleres Inc.,3-Hold,22.18,A,C,B,A,75.0
CARS,Cars.com Inc.,3-Hold,14.13,B,B,D,B,62.5
CAR,Avis Budget Group Inc.,3-Hold,168.85,A,A,D,A,75.0
CAT,Caterpillar Inc.,2-Buy,240.28,B,B,C,B,75.0
CATY,Cathay General Bancorp,4-Sell,40.4,C,C,D,C,37.5
CB,Chubb Limited,4-Sell,223.56,B,B,C,B,50.0
CBRE,CBRE Group Inc.,5-Strong Sell,78.43,C,B,D,B,37.5
CARA,Cara Therapeutics Inc.,3-Hold,11.01,D,D,B,F,25.0
CBRL,Cracker Barrel Old Country Store Inc.,5-Strong Sell,96.5,D,C,D,C,25.0
CBOE,Cboe Global Markets Inc.,2-Buy,123.77,D,A,A,B,75.0
CC,The Chemours Company,4-Sell,30.7,A,B,B,A,62.5
CBSH,Commerce Bancshares Inc.,3-Hold,67.66,D,D,C,D,37.5
CAKE,The Cheesecake Factory Incorporated,3-Hold,33.95,B,C,D,C,50.0
CCEP,CocaCola Europacific Partners,2-Buy,55.92,A,C,B,A,87.5
CBT,Cabot Corporation,4-Sell,66.54,B,A,B,A,62.5
CCOI,Cogent Communications Holdings Inc.,1-Strong Buy,58.52,F,C,F,F,50.0
CCJ,Cameco Corporation,4-Sell,22.86,D,A,A,A,62.5
CCRN,Cross Country Healthcare Inc.,2-Buy,28.66,A,A,D,A,87.5
CARG,CarGurus Inc.,3-Hold,14.4,B,A,B,A,75.0
BR,Broadridge Financial Solutions Inc.,3-Hold,133.02,C,D,A,C,50.0
CCS,Century Communities Inc.,4-Sell,54.8,B,B,F,B,50.0
CDAY,Ceridian HCM,3-Hold,59.82,D,A,A,B,62.5
CDMO,Avid Bioservices Inc.,4-Sell,14.1,D,F,C,F,12.5
CCK,Crown Holdings Inc.,3-Hold,83.27,B,F,B,C,50.0
CDNA,CareDx Inc.,2-Buy,11.07,C,F,C,D,50.0
CDW,CDW Corporation,3-Hold,178.06,B,A,C,A,75.0
CDNS,Cadence Design Systems Inc.,3-Hold,156.8,D,A,A,B,62.5
CE,Celanese Corporation,3-Hold,110.86,A,C,F,B,62.5
CEIX,Consol Energy Inc.,3-Hold,57.53,A,A,A,A,75.0
CELH,Celsius Holdings Inc.,3-Hold,101.23,D,A,B,B,62.5
CEQP,Crestwood Equity Partners LP,3-Hold,27,B,A,B,A,75.0
CERE,Cerevel Therapeutics Holdings Inc.,3-Hold,29.8,C,F,C,D,37.5
CERT,Certara Inc.,3-Hold,16.06,C,C,D,C,50.0
CFG,Citizens Financial Group Inc.,3-Hold,40.47,B,B,F,B,62.5
CF,CF Industries Holdings Inc.,3-Hold,83.78,A,A,C,A,75.0
CFLT,Confluent Inc.,3-Hold,17.925,F,D,A,D,37.5
CFR,CullenFrost Bankers Inc.,3-Hold,132.08,D,C,F,D,37.5
CGBD,Carlyle Secured Lending Inc.,1-Strong Buy,14.49,F,F,B,F,50.0
CG,Carlyle Group Inc.,3-Hold,30.13,B,F,F,F,25.0
CGNX,Cognex Corporation,3-Hold,48.68,F,D,D,F,25.0
CHD,Church & Dwight Co. Inc.,3-Hold,81.98,D,D,D,F,25.0
CHEF,The Chefs' Warehouse Inc.,4-Sell,34.02,B,A,C,A,62.5
CHGG,Chegg Inc.,3-Hold,26.45,C,F,D,F,25.0
CHH,Choice Hotels International Inc.,3-Hold,111.97,C,B,B,B,62.5
CI,Cigna Corporation,3-Hold,304.19,A,B,A,A,75.0
CHK,Chesapeake Energy Corporation,3-Hold,84.89,A,A,B,A,75.0
CHRW,C.H. Robinson Worldwide Inc.,5-Strong Sell,90.01,C,A,F,B,37.5
CHRD,Chord Energy Corporation,3-Hold,126.65,B,A,F,A,75.0
CINF,Cincinnati Financial Corporation,5-Strong Sell,106.67,C,B,C,C,25.0
CIEN,Ciena Corporation,3-Hold,49.41,C,D,A,C,50.0
CIB,BanColombia S.A.,3-Hold,27.96,A,C,F,B,62.5
CINC,CinCor Pharma Inc.,3-Hold,11.73,D,F,C,F,25.0
CIVI,Civitas Resources Inc.,3-Hold,54.6,A,A,D,A,75.0
CHKP,Check Point Software Technologies Ltd.,3-Hold,126.77,C,B,F,C,50.0
CLB,Core Laboratories N.V.,3-Hold,19.37,C,C,D,C,50.0
CLFD,Clearfield Inc.,1-Strong Buy,93.15,D,B,D,C,75.0
CLF,ClevelandCliffs Inc.,3-Hold,17.6,A,A,A,A,75.0
CLH,Clean Harbors Inc.,3-Hold,111.02,B,B,D,B,62.5
CLDX,Celldex Therapeutics Inc.,3-Hold,42.77,F,F,B,F,25.0
CHWY,Chewy,2-Buy,36.15,D,A,A,A,87.5
CLS,Celestica Inc.,3-Hold,10.99,A,B,D,A,75.0
CL,ColgatePalmolive Company,3-Hold,78.54,D,B,B,C,50.0
CM,Canadian Imperial Bank of Commerce,3-Hold,41.12,B,D,F,D,37.5
CHX,ChampionX Corporation,1-Strong Buy,28.82,C,A,F,B,87.5
CLX,The Clorox Company,3-Hold,142.08,D,C,A,C,50.0
CMC,Commercial Metals Company,1-Strong Buy,49.16,B,B,B,A,100.0
CMA,Comerica Incorporated,3-Hold,66.06,B,D,F,D,37.5
CMCSA,Comcast Corporation,3-Hold,36.98,A,B,A,A,75.0
CME,CME Group Inc.,3-Hold,169.75,F,D,A,D,37.5
CMI,Cummins Inc.,3-Hold,236.72,A,D,A,B,62.5
CMG,Chipotle Mexican Grill Inc.,4-Sell,1364.16,D,A,A,B,50.0
CHTR,Charter Communications Inc.,5-Strong Sell,361.43,A,B,B,A,50.0
CMS,CMS Energy Corporation,2-Buy,63.28,C,F,B,D,50.0
CMP,Compass Minerals International Inc.,3-Hold,44.06,C,A,D,B,62.5
CNC,Centene Corporation,3-Hold,77.26,A,A,A,A,75.0
CMTG,Claros Mortgage Trust Inc.,4-Sell,14.52,D,F,A,D,25.0
CNHI,CNH Industrial N.V.,2-Buy,16.18,A,F,D,C,62.5
CNI,Canadian National Railway Company,3-Hold,118.15,D,B,F,D,37.5
CNM,Core & Main Inc.,2-Buy,20.07,A,A,C,A,87.5
CNNE,Cannae Holdings Inc.,3-Hold,21.24,F,B,C,D,37.5
CNMD,CONMED Corporation,3-Hold,93.15,C,D,F,D,37.5
CNO,CNO Financial Group Inc.,3-Hold,23.47,A,D,B,B,62.5
CNP,CenterPoint Energy Inc.,3-Hold,28.98,C,F,A,D,37.5
CNX,CNX Resources Corporation.,3-Hold,15.76,B,D,F,C,50.0
CNQ,Canadian Natural Resources Limited,3-Hold,52,B,A,C,A,75.0
COCO,Vita Coco Company Inc.,4-Sell,13.8,C,C,C,C,37.5
COGT,Cogent Biosciences Inc.,3-Hold,12,F,F,A,F,25.0
COHU,Cohu Inc.,3-Hold,32.3,B,A,D,A,75.0
COLB,Columbia Banking System Inc.,1-Strong Buy,28.6,B,D,A,C,75.0
COIN,Coinbase Global Inc.,4-Sell,33.53,F,F,F,F,12.5
COLD,Americold Realty Trust Inc.,3-Hold,28.25,D,D,D,F,25.0
COLM,Columbia Sportswear Company,3-Hold,90.22,C,D,D,D,37.5
COO,The Cooper Companies Inc.,5-Strong Sell,339.36,D,D,C,D,12.5
COP,ConocoPhillips,3-Hold,116.77,B,A,F,A,75.0
COOP,MR. COOPER GROUP INC,3-Hold,41.91,A,F,A,B,62.5
CORT,Corcept Therapeutics Incorporated,3-Hold,20.5,C,B,A,A,75.0
COUR,Coursera Inc.,3-Hold,12.59,F,B,B,C,50.0
COST,Costco Wholesale Corporation,3-Hold,450.19,C,B,D,C,50.0
CPA,Copa Holdings S.A.,3-Hold,84.15,A,A,C,A,75.0
CPE,Callon Petroleum Company,3-Hold,35.39,A,A,F,A,75.0
CPB,Campbell Soup Company,2-Buy,56.14,B,B,B,A,87.5
CPNG,Coupang Inc.,2-Buy,15.81,C,A,C,A,87.5
CPRI,Capri Holdings Limited,3-Hold,60.07,A,F,F,D,37.5
CPRT,Copart Inc.,3-Hold,60.55,D,A,F,C,50.0
CPT,Camden Property Trust,3-Hold,109.67,D,C,C,D,37.5
CPRX,Catalyst Pharmaceuticals Inc.,3-Hold,18.83,C,A,A,A,75.0
CRBG,Corebridge Financial Inc.,3-Hold,19.97,A,D,B,A,75.0
CRDO,Credo Technology Group Holding Ltd.,4-Sell,12.09,F,D,B,F,12.5
CRC,California Resources Corporation,3-Hold,41.06,A,C,C,B,62.5
CR,Crane Holdings Co.,2-Buy,102.53,B,F,C,D,50.0
CRGY,Crescent Energy Company,3-Hold,11.16,A,B,F,A,75.0
CRH,CRH PLC,1-Strong Buy,42.19,B,B,A,B,87.5
CRK,Comstock Resources Inc.,3-Hold,12.25,A,A,D,A,75.0
CRI,Carter's Inc.,3-Hold,78.41,B,F,F,F,25.0
CRNC,Cerence Inc.,3-Hold,21.48,C,F,F,F,25.0
CRM,Salesforce Inc.,2-Buy,136.34,C,D,D,D,50.0
CRNX,Crinetics Pharmaceuticals Inc.,3-Hold,17.37,F,F,A,F,25.0
CRSR,Corsair Gaming Inc.,4-Sell,13.97,B,D,F,D,25.0
CROX,Crocs Inc.,3-Hold,109.95,B,C,F,C,50.0
CRSP,CRISPR Therapeutics AG,4-Sell,47.45,D,F,B,F,12.5
CRUS,Cirrus Logic Inc.,3-Hold,75.43,B,A,F,B,62.5
CRTO,Criteo S.A.,3-Hold,26.06,A,C,C,B,62.5
CRWD,CrowdStrike,3-Hold,94.89,D,A,A,B,62.5
CSAN,Cosan S.A. Sponsored ADR,3-Hold,11.95,B,B,B,A,75.0
CSCO,Cisco Systems Inc.,3-Hold,46.88,C,A,B,A,75.0
CSGP,CoStar Group Inc.,3-Hold,74.9,D,D,D,F,25.0
CSIQ,Canadian Solar Inc.,3-Hold,31.77,A,B,C,A,75.0
CSII,Cardiovascular Systems Inc.,3-Hold,14.24,D,F,A,D,37.5
CSTM,Constellium SE,3-Hold,12.82,A,C,D,B,62.5
CSL,Carlisle Companies Incorporated,2-Buy,229.89,B,B,F,B,75.0
CSX,CSX Corporation,3-Hold,30.91,D,B,F,D,37.5
CSWC,Capital Southwest Corporation,3-Hold,17.44,F,F,B,F,25.0
CTKB,Cytek Biosciences Inc.,2-Buy,10.37,C,D,B,D,50.0
CTAS,Cintas Corporation,3-Hold,433.53,D,B,B,B,62.5
CTRA,Coterra Energy Inc.,2-Buy,23.67,A,A,F,A,87.5
CTLT,Catalent Inc.,3-Hold,46.17,B,F,C,C,50.0
CTRE,CareTrust REIT Inc.,3-Hold,18.69,D,C,F,D,37.5
CTSH,Cognizant Technology Solutions Corporation,3-Hold,57.57,A,A,B,A,75.0
CUBI,Customers Bancorp Inc,3-Hold,26.91,A,F,C,C,50.0
CUBE,CubeSmart,3-Hold,38.97,D,B,D,C,50.0
CUTR,Cutera Inc.,3-Hold,40.86,F,F,D,F,25.0
CVBF,CVB Financial Corporation,3-Hold,24.74,D,C,B,C,50.0
CVI,CVR Energy Inc.,5-Strong Sell,31.35,B,A,F,A,50.0
CVE,Cenovus Energy Inc,3-Hold,18.39,A,A,F,A,75.0
CVLT,CommVault Systems Inc.,3-Hold,64.09,C,A,C,B,62.5
CVX,Chevron Corporation,3-Hold,175.24,B,A,F,A,75.0
CVS,CVS Health Corporation,3-Hold,90.45,A,A,C,A,75.0
CWAN,Clearwater Analytics Holdings Inc.,3-Hold,17.94,D,B,A,B,62.5
CWH,Camping World,3-Hold,23.12,A,B,C,A,75.0
CWEN,Clearway Energy Inc.,2-Buy,31.76,B,B,A,A,87.5
CWK,Cushman & Wakefield PLC,5-Strong Sell,12.81,B,C,F,C,25.0
CYBR,CyberArk Software Ltd.,3-Hold,117.91,F,D,C,F,25.0
CYTK,Cytokinetics Incorporated,3-Hold,42.53,F,F,C,F,25.0
CYRX,CryoPort Inc.,3-Hold,18.72,F,A,C,C,50.0
CZR,Caesars Entertainment Inc.,2-Buy,42.47,A,A,F,B,75.0
D,Dominion Energy Inc.,3-Hold,61.46,C,D,D,D,37.5
DADA,Dada Nexus Limited Sponsored ADR,4-Sell,13.19,D,B,C,C,37.5
DAL,Delta Air Lines Inc.,2-Buy,35.23,A,A,D,A,87.5
DAR,Darling Ingredients Inc.,3-Hold,60.52,A,B,D,B,62.5
DAN,Dana Incorporated,3-Hold,16.31,A,D,C,B,62.5
DAVA,Endava PLC Sponsored ADR,2-Buy,71.16,C,A,B,A,87.5
DASH,DoorDash Inc.,4-Sell,47.13,D,D,B,D,25.0
DB,Deutsche Bank Aktiengesellschaft,1-Strong Buy,12.14,B,D,C,C,75.0
DAWN,Day One Biopharmaceuticals Inc.,3-Hold,21.14,F,C,C,D,37.5
DBRG,DigitalBridge Group Inc.,3-Hold,10.83,B,B,A,A,75.0
DBX,Dropbox Inc.,3-Hold,22.11,B,A,C,A,75.0
DCI,Donaldson Company Inc.,3-Hold,58.46,C,A,D,B,62.5
DCT,Duck Creek Technologies Inc.,3-Hold,11.28,D,A,A,B,62.5
DCP,DCP Midstream Partners LP,1-Strong Buy,39.32,B,A,B,A,100.0
DD,DuPont de Nemours Inc.,2-Buy,70.87,C,F,B,D,50.0
DE,Deere & Company,2-Buy,414.73,B,A,B,A,87.5
DECK,Deckers Outdoor Corporation,2-Buy,395.08,C,F,F,F,37.5
DENN,Denny's Corporation,3-Hold,10.18,B,D,F,C,50.0
DEN,Denbury Inc.,3-Hold,81.06,C,A,D,B,62.5
DEO,Diageo plc,3-Hold,177.34,D,A,B,B,62.5
DELL,Dell Technologies Inc.,3-Hold,40.87,A,D,B,B,62.5
DGII,Digi International Inc.,3-Hold,34.39,C,A,A,A,75.0
DG,Dollar General Corporation,3-Hold,245.42,B,C,F,C,50.0
DH,Definitive Healthcare Corp.,5-Strong Sell,10.59,F,F,A,F,0.0
DHI,D.R. Horton Inc.,3-Hold,92.31,B,B,F,B,62.5
DGX,Quest Diagnostics Incorporated,2-Buy,154.5,A,B,B,A,87.5
DFS,Discover Financial Services,3-Hold,99.55,B,D,D,C,50.0
DHR,Danaher Corporation,3-Hold,255.23,D,C,B,D,37.5
DICE,DICE Therapeutics Inc.,2-Buy,31.02,D,C,B,D,50.0
DEI,Douglas Emmett Inc.,3-Hold,14.9,B,C,F,C,50.0
DINO,HF Sinclair Corporation,3-Hold,50.58,A,A,F,A,75.0
DISH,DISH Network Corporation,3-Hold,15.02,A,D,F,C,50.0
DIS,The Walt Disney Company,5-Strong Sell,91.92,D,B,B,B,37.5
DK,Delek US Holdings Inc.,3-Hold,24.9,A,A,F,A,75.0
DKNG,DraftKings Inc.,3-Hold,11.48,F,C,D,F,25.0
DKS,DICK'S Sporting Goods Inc.,3-Hold,125.04,B,F,D,D,37.5
DLB,Dolby Laboratories,5-Strong Sell,71.05,F,C,A,D,12.5
DLO,DLocal Limited,3-Hold,15.015,C,A,F,C,50.0
DLR,Digital Realty Trust Inc.,4-Sell,98.08,D,D,D,F,12.5
DNOW,NOW Inc.,4-Sell,11.91,C,A,A,A,62.5
DNLI,Denali Therapeutics Inc.,3-Hold,28.74,F,D,C,F,25.0
DNB,Dun & Bradstreet Holdings Inc.,3-Hold,12.53,B,B,F,B,62.5
DDOG,Datadog Inc.,3-Hold,63.5,D,B,A,C,50.0
DLTR,Dollar Tree Inc.,3-Hold,142.56,B,C,B,B,62.5
DOCN,DigitalOcean Holdings Inc.,3-Hold,24.32,C,A,F,C,50.0
DNUT,Krispy Kreme Inc.,4-Sell,10.77,C,D,F,D,25.0
DOMO,Domo Inc.,2-Buy,12.79,D,A,C,B,75.0
DOCS,Doximity Inc.,3-Hold,32.01,D,D,B,D,37.5
DOW,Dow Inc.,4-Sell,52.91,A,B,C,B,50.0
DOV,Dover Corporation,3-Hold,134.42,C,C,D,C,50.0
DOX,Amdocs Limited,3-Hold,90.99,B,B,A,A,75.0
DOC,Physicians Realty Trust,3-Hold,14.82,D,D,D,F,25.0
DPZ,Domino's Pizza Inc,3-Hold,338.83,D,B,D,C,50.0
DQ,DAQO New Energy Corp.,5-Strong Sell,37.11,A,A,A,A,50.0
DRI,Darden Restaurants Inc.,3-Hold,144.3,B,A,A,A,75.0
DRQ,DrilQuip Inc.,3-Hold,26.46,F,C,B,D,37.5
DRS,Leonardo DRS Inc.,3-Hold,12.52,F,F,B,F,25.0
DT,Dynatrace Inc.,3-Hold,36.76,D,B,F,C,50.0
DTE,DTE Energy Company,3-Hold,116.58,C,F,F,F,25.0
DTM,DT Midstream Inc.,3-Hold,53.05,D,C,B,C,50.0
DRVN,Driven Brands Holdings Inc.,3-Hold,26.76,B,C,A,B,62.5
DEA,Easterly Government Properties Inc.,4-Sell,14.58,D,D,F,F,12.5
DVAX,Dynavax Technologies Corporation,3-Hold,10.37,C,C,F,C,50.0
DVN,Devon Energy Corporation,3-Hold,60.17,B,A,D,A,75.0
DVA,DaVita Inc.,5-Strong Sell,78.5,A,B,A,A,50.0
DV,DoubleVerify Holdings Inc.,3-Hold,21.99,D,C,F,D,37.5
DXC,DXC Technology Company.,3-Hold,27.66,A,C,D,B,62.5
DX,Dynex Capital Inc.,3-Hold,13.18,B,F,D,D,37.5
DUOL,Duolingo Inc.,3-Hold,71.61,F,A,B,B,62.5
DYN,Dyne Therapeutics Inc.,2-Buy,11.49,C,C,C,D,50.0
E,Eni SpA,2-Buy,28.84,A,B,F,A,87.5
EA,Electronic Arts Inc.,3-Hold,124.68,D,F,D,F,25.0
DXCM,DexCom Inc.,3-Hold,111.69,D,A,D,B,62.5
DY,Dycom Industries Inc.,2-Buy,93.43,B,D,B,C,62.5
EAT,Brinker International Inc.,5-Strong Sell,34.54,B,B,B,A,50.0
EBC,Eastern Bankshares Inc.,3-Hold,17.58,D,C,C,C,50.0
EBS,Emergent Biosolutions Inc.,5-Strong Sell,12.35,B,F,F,D,12.5
DUK,Duke Energy Corporation,3-Hold,103.26,C,D,D,D,37.5
ECL,Ecolab Inc.,3-Hold,144.83,D,D,F,F,25.0
ED,Consolidated Edison Inc,3-Hold,95.29,C,C,A,C,50.0
EDU,New Oriental Education & Technology Group Inc.,2-Buy,37.01,F,D,A,D,50.0
EEFT,Euronet Worldwide Inc.,3-Hold,94.64,C,A,F,B,62.5
DOCU,DocuSign,1-Strong Buy,53.93,F,B,C,C,75.0
EFX,Equifax Inc.,3-Hold,198.1,D,C,F,D,37.5
EDR,Endeavor Group Holdings Inc.,3-Hold,21.9,C,A,A,A,75.0
EHAB,Enhabit Inc.,4-Sell,12.69,A,F,C,C,37.5
EHC,Encompass Health Corporation,4-Sell,59.66,A,B,A,A,62.5
EFC,Ellington Financial Inc.,2-Buy,12.9,C,F,C,F,37.5
EL,The Estee Lauder Companies Inc.,3-Hold,261.17,F,F,D,F,25.0
EIX,Edison International,2-Buy,64.89,B,B,D,B,75.0
ELF,e.l.f. Beauty,1-Strong Buy,55.61,F,B,F,D,62.5
ELAN,Elanco Animal Health Incorporated,5-Strong Sell,12.45,C,B,B,B,37.5
ELS,Equity Lifestyle Properties Inc.,3-Hold,63.98,F,C,B,D,37.5
EME,EMCOR Group Inc.,3-Hold,142.4,B,B,C,A,75.0
EMBC,Embecta Corp.,5-Strong Sell,25.14,A,D,C,C,25.0
ELV,Elevance Health Inc.,3-Hold,473,A,A,A,A,75.0
EE,Excelerate Energy Inc.,5-Strong Sell,23.4,D,B,F,C,25.0
